window_id,p_divergent,p_convergent,predicted_phase,confidence
0,1.0,0.0,divergent,1.0
1,0.9838227251031817,0.016177274896818323,divergent,0.9838227251031817
2,0.8916897413286627,0.10831025867133719,divergent,0.8916897413286627
3,0.7659843435258616,0.23401565647413827,divergent,0.7659843435258616
4,0.7149810491768147,0.2850189508231853,divergent,0.7149810491768147
5,0.7522685966531936,0.24773140334680638,divergent,0.7522685966531936
6,0.8652391869610436,0.1347608130389563,divergent,0.8652391869610436
7,0.6322124949451952,0.36778750505480495,divergent,0.6322124949451952
8,0.5820273070471361,0.4179726929528639,divergent,0.5820273070471361
9,0.7300624847778905,0.26993751522210957,divergent,0.7300624847778905
10,0.4181757300410769,0.5818242699589231,convergent,0.5818242699589231
11,0.13240307163581772,0.8675969283641823,convergent,0.8675969283641823
12,0.12937374621169132,0.8706262537883086,convergent,0.8706262537883086
13,0.13927763528153406,0.8607223647184659,convergent,0.8607223647184659
14,0.10384498355893271,0.8961550164410672,convergent,0.8961550164410672
15,0.088296698401399,0.911703301598601,convergent,0.911703301598601
16,0.12931425461246313,0.8706857453875368,convergent,0.8706857453875368
17,0.10824115928671682,0.8917588407132832,convergent,0.8917588407132832
18,0.061701985733973494,0.9382980142660264,convergent,0.9382980142660264
19,0.0,1.0,convergent,1.0
